,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,6-phosphogluconate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,creatine,creatinine,trimethylamine-N-oxide,adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,beta-alanine
COV434_OVARY,53367.0,39265.0,590208.0,210580.8,26919.0,32481.0,102268.0,175689.4,59918.0,1463486.0,70609.0,5969.0,362246.0,55616.0,56398.2,17047.0,1072384.0,195412003.0,935367.0,80959.0,183458.0,3867536.0,17023.0,44440.0,96965.0,47540.0,22977.0,9949.0,16976104.0,163096.0,4991692.0,241141.0,3626.0,105597.0,8284869.0,9397.0,133710.0,21834168.0,11037678.0,131296.0,399100.0,32156.0,503822.0,727890.0,498545.0,132046.0,798716.0,11134.0,8874619.0,3454366.0,25198.0,132371.0,166173.0,12368.0,14536.0,175137.0,479644.0,1254205.0,680418.0,590211.0,3900118.0,85402.0,14138075.0,4430190.0,2287278.0,6186537.0,4383519.0,10977232.0,12349523.0,13835695.0,529023.0,1226366.0,5412455.0,24773.0,611924.0,22743.0,252061.0,728.0,6346.0,10797.0,1781.0,64494.0,3543.0,222376.0,19671.0,93555.0,1036.0,14226.0,2665.0,40005.0,651.0,4913277.0,1289047.0,4066955.0,5678009.0,130095.0,5217835.0,945734.0,6824.0,9858.0,59930.0,13668.0,7286.0,188112.0,3713.0,88.0,2430601.0,303469.0,975973.0,287096.0,53291.0,2109118.0,5414187.0,1438722.0,11071.0,153435.0,264198.0,6309.0,1000.0,1289.0,1952.0,5928.0,2282.0,9565.0,307.0,10304.0
WM983B_SKIN,38146.0,127246.0,343892.0,236558.8,64750.0,99984.0,61913.0,164143.0,57907.0,4608827.0,204544.0,7117.0,197772.0,38088.0,148211.0,34824.0,1242319.0,91645021.0,1368185.0,82849.0,188298.0,4908245.0,43111.0,21038.0,115192.0,35349.0,22403.0,6432.0,38935271.0,80171.0,10225629.0,430953.0,14958.0,73108.0,9054589.0,12800.0,399489.0,31507118.0,10266987.0,55423.0,181929.8,44990.0,853087.0,821570.0,646284.0,40741.0,563651.0,11812.0,12544408.0,2402358.0,76010.0,1121553.0,154233.0,15236.0,5811.0,194100.0,105690.0,232012.0,306711.0,238063.0,3439436.0,636380.0,2373409.0,1542518.0,4051793.0,841632.0,866802.0,5381272.0,6747078.0,3439777.0,169031.0,383678.0,12271294.0,518563.0,952273.0,28326.0,938457.0,1278.0,3317.0,98857.0,2011.0,77765.0,8339.0,252439.0,16245.0,69155.0,2153.0,12310.0,5482.0,31852.0,25859.0,1781911.0,301118.0,4777052.0,3637186.0,270099.0,4936981.0,928037.0,6779.0,58825.0,2026.0,10760.0,4694.0,5587.0,11547.0,529.0,867802.0,104112.0,1635335.0,1299339.0,37710.0,1917837.0,5119522.0,3739217.0,19165.0,639811.0,2956031.0,10413.0,1932.0,725.0,549.0,1609.0,281.0,1328.0,172.0,112053.0
LS513_LARGE_INTESTINE,22652.0,27890.0,84414.0,174737.8,47575.0,10533.0,110517.0,101627.2,33992.0,3173959.0,105820.0,5070.0,7831.0,23334.0,36038.6,21972.0,803746.0,179108740.0,1039726.0,81968.0,62949.0,1455963.0,10279.0,2840.0,96037.0,19399.0,10235.0,4582.0,6116833.0,82758.0,6607475.0,199852.0,4136.0,71227.0,3288032.0,5207.0,61407.0,27389931.0,8864138.0,68326.0,93200.0,15973.0,356635.0,990460.0,225413.0,45477.0,841110.0,12482.0,9334418.0,2458509.0,16544.0,165909.0,685220.0,8997.4,4939.0,390563.0,223805.0,224617.0,333586.0,623844.0,2035124.0,487874.0,5053032.0,1963080.0,4951481.0,1157340.0,821067.0,5623144.0,6230731.0,3094722.0,138118.0,327888.0,6111806.0,371599.0,1264396.0,23340.0,749270.0,500.0,435.0,171833.0,1336.0,89175.0,1735.0,276158.0,15639.0,112766.0,1574.0,20338.0,729.0,40386.0,890.0,2211396.0,353315.0,8676039.0,6345124.0,282558.0,3447540.0,1000456.0,7896.0,15668.0,2562.0,10716.0,4292.0,5778.0,3565.0,159.0,750985.0,2708.0,1658694.0,587181.0,40138.0,2190179.0,9328061.0,523242.0,13743.0,173995.0,1703801.0,4331.0,791.0,303.0,1514.6,3692.0,1085.0,1658.0,728.0,41080.0
NCIH2110_LUNG,33747.0,182648.0,541640.0,36582.0,38457.0,19074.0,62245.0,71257.0,92240.0,3934063.0,100438.0,7791.0,71125.0,15647.0,226419.0,14365.0,471871.0,47509300.0,1350945.0,138895.0,246470.0,6046882.0,34438.0,2347.0,166796.0,39798.0,18624.0,4315.0,76203927.0,104453.0,10367136.0,1290221.0,42939.0,124556.0,4433760.0,66447.0,228931.0,38835920.0,10249697.0,68793.0,297856.0,63998.0,706409.0,1186441.0,550703.0,98950.0,1149911.0,15405.0,17863027.0,265506.0,42641.0,777046.0,156150.0,47221.0,6994.0,456415.0,196774.0,302242.0,485179.0,304576.0,1828835.0,611713.0,3967934.0,1966168.0,4648114.0,1094096.0,1371414.0,8994290.0,10020835.0,5125415.0,232053.0,666723.0,12938638.0,540381.0,1693447.0,31918.0,831935.0,397.0,810.0,828107.0,2408.0,98332.0,2158.0,346898.0,23343.0,124331.0,4156.0,17796.0,2727.0,50148.0,2145.0,2369794.0,456038.0,4930780.0,4383968.0,109366.0,2314531.0,852226.0,8412.0,50303.0,922.0,17507.0,1781.0,3100.0,18353.0,364.0,1036396.0,7802.0,694783.0,1931149.0,62508.0,657951.0,5093905.0,592124.0,43249.0,1280132.0,853046.0,49372.0,2452.0,1834.0,8327.0,33017.0,7307.0,31711.0,692.0,106920.0
CHAGOK1_LUNG,27786.0,37755.0,36923.0,115087.0,34897.0,222971.0,42559.0,79930.6,69340.0,3096605.0,212574.0,4296.0,325855.0,2705.0,28441.0,23559.0,976383.0,81533997.0,1023441.0,107021.0,140564.0,4258715.0,12678.0,4806.2,51390.0,6835.0,9976.0,7147.0,11366126.0,80807.0,6324203.0,313171.0,5903.0,103208.0,3476011.0,12619.0,100200.0,15937090.0,3583913.0,37455.0,135173.0,25104.0,302282.0,513348.0,224495.0,14208.0,592823.0,8804.0,6096371.0,452008.0,66340.0,182409.0,135677.0,8599.0,5673.0,261765.0,263216.0,297719.0,287186.0,243658.0,1639484.0,552503.0,5126207.0,1608676.0,3156582.0,562865.0,973515.0,4660215.0,5730147.0,3639395.0,152074.0,376223.0,5452675.0,445333.0,333002.0,14197.0,53892.0,582.0,340.0,70141.0,1335.0,48013.0,3951.0,163494.0,7905.0,51277.0,4893.0,5992.0,2461.0,17046.0,1594.0,974374.0,73765.0,3074446.0,3975103.0,287858.0,1476285.0,390876.0,5303.0,29677.0,1207.0,4048.0,2921.0,9738.0,11628.0,273.0,382212.0,5656658.0,339048.0,546848.0,30532.0,433147.0,1282207.0,157918.0,10526.0,526127.0,908926.0,7271.0,617.0,4059.0,8192.0,9972.0,1884.0,6422.0,748.0,10550.0
DMS454_LUNG,31145.0,71060.2,65337.0,82027.0,10988.0,24844.0,107487.0,57005.0,33662.0,1105638.0,61560.0,4537.0,14330.0,15151.0,4659.0,3111.0,320619.0,189363609.0,494761.0,107854.0,111805.0,1210698.0,4616.0,24677.0,89207.0,7866854.0,149582.0,37904.0,7397040.0,155861.0,3830953.0,69462.0,10313.0,80383.0,1517902.0,2389.0,19473.0,20332898.0,11911774.0,201684.0,221710.0,23017.8,55423.0,835852.0,652837.6,32549.0,995718.0,15466.0,30820.0,60350.0,33052.0,201716.0,166812.0,11721.8,18204.0,148984.0,37200.0,966759.0,966214.0,687587.0,2497506.0,29158.0,4668168.0,16443873.0,2723378.0,10861517.0,3000369.0,7160095.0,4318972.0,12310735.0,346725.0,3090015.0,11334664.0,74596.0,932530.0,26217.0,137179.0,299.0,4417.2,23413.0,1903.0,105041.0,490.0,215946.0,14283.0,103454.0,3083.0,40768.0,1776.6,49256.0,2654.0,10077349.0,309585.0,12059667.0,38538490.0,250399.0,438110.0,733694.0,9499.0,1392.0,29013.0,10812.0,1611.0,36626.0,1250.0,6917.0,1778710.0,372807.6,669025.0,310271.0,362184.0,609678.0,1011844.0,134451.0,5402.0,610995.0,129963.0,7474.0,1460.0,758.0,1046.0,5967.0,2414.0,3756.0,136.0,7312.0
CORL47_LUNG,56296.6,10899.0,45376.0,77171.0,6194.0,9279.0,49461.0,35376.0,49428.0,763408.0,50150.0,8370.0,40509.0,9483.0,18064.0,7300.6,84195.0,28356863.0,448752.0,36396.0,15069.0,992415.0,8276.0,17469.6,43498.0,119132.0,5447.0,3200.4,9392597.0,16522.6,3024409.0,72772.0,2759.2,117846.0,4615453.0,3018.0,7815.0,9317918.0,3956943.0,28864.0,112984.0,8829.0,39879.0,203794.0,204350.0,27569.0,196388.0,5467.0,2238719.0,181219.0,61792.6,405755.0,115327.0,7892.2,2040.0,95587.0,69392.0,51662.0,37402.0,58568.0,590915.0,97950.0,845484.0,423158.0,885136.0,187939.0,197789.0,812192.0,921708.0,481286.0,21547.0,62408.0,1618028.0,161103.0,431183.0,8784.0,92512.0,644.0,5963.0,49203.0,1388.2,10285.0,597.0,67587.0,2388.0,22278.0,2021.0,835.0,1106.0,10835.0,10671.0,291937.0,39227.0,2061133.0,2400730.0,154412.0,379899.0,230384.0,7459.0,8193.0,17484.0,2715.0,29457.0,31161.0,19865.0,1269.4,101689.0,1278.0,381501.0,813026.0,3317.0,687326.0,1666135.0,152504.0,4364.0,511728.0,818997.0,6538.0,895.0,1544.0,1214.0,1839.0,659.0,2867.0,564.0,4467.0
FTC238_THYROID,65839.0,58873.0,2654131.0,120505.0,49714.0,50199.2,50644.0,151819.0,45505.0,2301819.0,121483.0,5107.0,15827.0,15424.0,485083.0,21240.0,949543.0,97862831.0,914721.0,90857.0,35107.0,2288531.0,7566.0,12619.0,68334.0,28116.0,13117.0,4094.0,38301242.0,153111.0,6233442.0,502444.0,1540.0,102995.0,2452728.0,8498.0,228270.0,67209271.0,6671368.0,171095.0,92077.0,20831.0,123193.0,137200.0,498426.0,22054.0,591385.0,18302.0,5719620.0,1355471.0,104224.0,426326.0,390757.0,30248.0,11591.0,325793.0,82264.0,470154.0,240391.0,37687.0,1517941.0,70830.0,3342800.0,1924726.0,2374655.0,1452595.0,1526153.0,4344899.0,4433155.0,4858166.0,188055.0,523846.0,18946681.0,45411.0,391173.0,18808.0,723501.0,648.0,9931.0,88171.0,804.0,46488.0,544.0,162718.0,13569.0,64483.0,1181.0,7128.0,2130.0,22221.0,55214.0,1877187.0,231562.0,4250115.0,7508480.0,1424052.0,5274873.0,578356.0,5010.0,49570.0,9124.0,6281.0,2347.0,5968.0,11646.0,2338.0,567435.0,4608848.0,1299871.0,596733.0,14184.0,1815801.0,6871180.0,976391.0,25013.0,983615.0,646108.0,7653.0,628.0,522.2,242.0,650.0,180.0,556.0,202.0,69950.0
DMS273_LUNG,75684.0,169192.0,449033.0,179446.0,104641.0,60940.0,93344.0,469311.0,184923.0,5887715.0,220966.0,15675.0,488788.0,18660.0,60197.0,53618.0,1436816.0,198823740.0,1950166.0,82518.0,227448.0,3776735.0,99327.0,22548.0,89960.0,5148932.0,235981.0,31526.0,31688521.0,138977.0,14641430.0,612252.0,39317.0,195041.0,14657715.0,20133.0,722243.0,26862052.0,8680451.0,204727.0,77189.0,31598.6,244214.0,116191.0,293878.0,42879.0,1835105.0,12527.0,6541328.8,7789825.0,118320.0,299375.0,359633.0,14858.0,43191.0,1828736.0,81325.0,1272245.0,1136479.0,622761.0,4153941.0,252141.0,8880509.0,14892423.0,1662065.0,8590555.0,2931144.0,4496991.0,2111369.0,14855046.0,339107.0,3616010.0,19358256.0,122677.0,459718.0,9196.0,869891.0,568.0,418.0,148085.0,1611.0,88234.0,10222.0,218519.0,30186.0,73906.0,2142.0,22427.0,4631.0,27202.0,95212.0,9072843.0,335912.0,7802593.0,35549590.0,1459997.0,4406691.0,1840645.0,8295.0,27700.0,5700.0,16967.0,31649.0,394393.0,13299.0,9491.0,2182637.0,46505.0,1803517.0,406269.0,193855.0,2281472.0,6655663.0,52752.0,18196.0,2866521.0,67496.0,18461.0,1970.0,4406.0,12374.0,14116.0,1176.0,6779.0,244.0,67545.0
FTC133_THYROID,87826.0,77874.0,364379.0,138503.0,64029.0,18334.0,70823.0,84164.0,55537.0,4551309.0,205851.0,3950.0,20726.0,14152.0,67044.0,20762.0,1437820.0,118925181.0,1583224.0,81951.0,166826.0,2681101.0,12358.0,18719.0,79459.0,226599.0,29739.0,215183.0,36791562.0,205164.0,12196219.0,735070.0,17943.0,86542.0,1859329.0,10282.0,131369.0,100607336.0,6795308.0,164087.0,168904.0,16077.0,510331.0,580765.0,627068.0,112527.0,700869.0,17192.0,4096547.0,4874752.0,208733.0,213809.0,790356.0,30337.0,14875.0,539262.0,164971.0,519223.0,224223.0,309263.0,2727372.0,113556.0,2712218.0,1660018.0,2273468.0,1337572.0,1411319.0,4117874.0,4640709.0,4377010.0,164285.0,189230.0,15059282.0,59835.0,390993.0,14452.0,1031628.0,956.0,11203.0,88114.0,1660.0,55314.0,562.0,168661.0,13297.0,65234.0,1247.0,10886.0,2265.0,31156.0,17680.0,1944254.0,255619.0,4250480.0,9973381.0,575055.0,7722989.0,1096537.0,6300.0,204821.0,20295.0,7187.0,4312.0,3254.0,11855.0,2002.0,619583.0,2926356.0,878522.0,823921.0,12048.0,1386793.0,9370095.0,280209.0,56259.0,329056.0,57074.0,7478.0,863.0,415.0,620.0,297.0,175.0,1125.0,301.0,105973.0
CORL311_LUNG,19426.0,24771.6,163441.0,11396.0,10423.0,64246.0,30413.0,58018.0,356318.0,822781.0,35823.0,22473.0,914998.0,68388.0,4046.0,5741.6,84166.0,4072495.0,1326830.0,8735.0,13165.0,1366539.0,28066.0,2019.0,3558.0,97102.8,14096.4,2877.2,2683476.0,3384.0,9685742.0,231732.0,2798.4,68508.0,2515173.0,9199.0,9451.0,2494265.0,2953805.0,50075.0,51969.4,175954.0,190116.0,162861.0,19435.0,239600.0,95791.0,3584.0,38430.0,1397126.0,12995.2,1058721.0,203739.0,2269.0,8167.0,630464.0,96517.0,93143.0,53999.0,219553.0,1386593.0,293805.0,3318019.0,571753.0,475167.0,63100.0,173009.0,1121579.0,1308230.0,590289.0,34114.0,88602.0,6786680.0,532622.0,146219.0,4553.0,229945.0,393.6,1700.4,230349.0,493.0,16415.0,226.0,39873.0,1799.0,8463.0,1235.0,1055.0,8718.0,2649.0,1957.2,634458.0,30839.0,3237265.0,2938076.0,57767.0,9260774.0,267811.0,7484.0,5948.0,740.0,741.0,1251.0,45905.0,2729.0,2324.0,110490.0,770.0,186497.0,799524.0,5720.0,159482.0,599514.0,18910.0,3485.0,62690.0,662514.0,1431.0,772.0,566.0,2728.0,15062.0,2986.0,6411.0,454.0,24233.0
NCIH2286_LUNG,46556.0,28374.0,47544.0,171651.0,22622.0,20458.0,79542.0,55752.0,31359.0,1850854.0,81122.0,3781.0,63805.0,12475.0,129198.0,4468.0,273316.0,142713336.0,846334.0,77618.0,26796.0,1198450.0,18601.8,11956.0,103117.0,601742.0,28514.0,5727.0,20938774.0,149082.0,5786028.0,191969.0,5555.2,122090.0,4167188.0,6265.0,128980.0,18009244.0,11555795.0,126326.0,483936.0,15611.0,132594.0,703073.0,535887.0,41944.0,698348.0,12324.0,6105993.0,301335.0,12852.0,219460.0,183443.0,10670.0,5722.0,140790.0,285685.0,512989.0,262468.0,180482.0,1682300.0,67283.0,15919225.0,2304179.0,3488965.0,2141616.0,2073918.0,6015294.0,5850827.0,5594188.0,239070.0,473943.0,6227719.0,36016.0,466525.0,18449.0,142425.0,903.0,7357.0,32720.0,1220.0,51725.0,1317.0,180732.0,11954.0,74392.0,1069.0,9019.0,1297.0,28059.0,4572.0,2513015.0,397988.0,3882402.0,6627792.0,885680.0,508613.0,528561.0,8544.0,21871.0,5006.0,8015.0,616.0,17766.0,10598.0,2833.6,1449485.0,2273670.0,381934.0,626714.0,17120.0,715710.0,1674347.0,213581.0,9243.0,174612.0,46176.0,6921.0,1425.0,576.0,1433.0,6249.0,1162.0,7418.0,247.0,9010.0
NCIH1339_LUNG,26070.0,76485.0,69381.0,56511.0,44416.0,32521.0,59973.0,82033.0,25742.0,1887484.0,104944.0,11747.0,21463.0,10190.0,223234.0,14991.0,294518.0,89128338.0,768029.0,76484.0,172890.0,3399609.0,15418.0,10746.0,65920.0,207034.0,28268.0,3746.0,17799414.0,134788.0,6273716.0,209027.0,6104.0,64340.0,1232185.0,16596.0,132404.0,33567405.0,11338394.0,97280.0,142995.0,25799.0,132448.0,1046483.0,1001424.0,77063.0,1358860.0,8952.0,3825001.0,1510244.0,55174.0,632093.0,170085.0,16340.0,3743.0,121135.0,191157.0,143994.0,190094.0,186803.0,1518639.0,323099.0,3097471.0,1794666.0,3217846.0,756038.0,531068.0,3918480.0,4098086.0,2442109.0,110428.0,272825.0,4352051.0,350243.0,1348452.0,33706.0,299404.0,997.0,533.0,60155.0,1816.0,74470.0,2567.0,277553.0,16706.0,132428.0,6031.0,28793.0,3702.0,52213.0,14665.0,843704.0,136654.0,5293314.0,5571996.0,1058409.0,4586248.0,1143090.0,9022.0,10044.0,13007.0,14943.0,824.0,7444.0,1995.0,2238.0,483437.0,2030085.0,437543.0,271266.0,13599.0,789073.0,2783262.0,437052.0,12528.0,189257.0,298307.0,7906.0,1324.0,251.0,637.0,1136.0,156.0,977.0,493.0,22957.0
WM793_SKIN,24332.0,108145.0,96311.0,124022.0,51346.0,31236.0,86662.0,128709.0,42772.0,3200271.0,173137.0,7770.0,29243.0,29806.0,152255.0,11283.0,510271.0,56249781.0,1268222.0,69880.0,152625.0,3416130.0,33507.0,5431.0,61910.0,29999.0,11413.0,3965.0,16329056.0,60505.0,9057873.0,345474.0,5076.4,120420.0,2759503.0,16131.0,154241.0,16326293.0,8165378.0,170392.0,223308.2,15391.0,364188.0,289582.0,333153.0,17700.0,416320.0,11006.0,5334744.0,1213798.0,330856.0,270881.0,81606.0,9363.0,5462.0,76503.0,164821.0,117215.0,129523.0,283076.0,2460609.0,315955.0,2517275.0,1177617.0,2762197.0,432247.0,466687.0,2728693.0,3067449.0,1438242.0,72821.0,147048.0,4343503.0,304349.0,483883.0,17615.0,475816.0,381.0,1706.0,28222.0,742.0,38424.0,1882.0,141340.0,6534.0,58777.0,3029.0,6407.0,1903.0,19207.0,35201.0,652217.0,98359.0,3040911.0,3876571.0,700775.0,2954879.0,469459.0,6615.0,38081.0,1281.0,5681.0,1646.0,1868.0,18642.0,1397.0,277347.0,1680289.0,284617.0,326119.0,10869.0,500061.0,1431337.0,240209.0,5683.0,208548.0,259236.0,5511.0,917.0,347.0,781.0,1274.0,8731.6,1081.0,196.0,29984.0
A704_KIDNEY,28026.0,27199.0,152112.0,362945.0,25026.0,64070.0,68053.0,153979.0,20683.0,1308514.0,85850.0,2165.0,7972.0,28080.0,51260.0,21414.0,498493.0,68181044.0,807136.0,106266.0,61130.0,1204739.0,4465.0,9608.0,60913.0,380033.0,78996.0,10973.0,12326314.0,148032.0,4458517.0,204531.0,2714.0,110094.0,2286669.0,5279.0,102332.0,70770967.0,7320745.0,47054.0,84795.0,11856.0,153582.0,529863.0,568262.0,74879.0,500292.0,9847.0,3632016.2,284705.0,31453.0,924793.0,297457.0,9852.0,1698.0,96366.0,50047.0,477565.0,260410.0,51185.0,1654578.0,24015.0,6740819.0,2638755.0,2603770.0,2080629.0,1925021.0,5200582.0,5657441.0,5314318.0,214756.0,629990.0,1752135.0,50675.0,266885.0,20239.0,384917.0,1244.0,13253.0,13004.0,739.0,59843.0,666.0,144745.0,6297.0,72933.0,773.0,9470.0,2158.0,28950.0,11285.0,1366909.0,212483.0,2917587.0,7875884.0,1490759.0,3156055.0,522159.0,11013.0,11791.0,1776.0,6909.0,908.0,4413.0,12217.0,481.0,295274.0,10069163.0,725455.0,933873.0,11490.0,1889797.0,1155551.0,175498.0,7300.0,313395.0,111054.0,8178.0,881.0,1090.6,1153.0,4328.0,2583.0,2131.0,398.0,27586.0
MDAMB435S_SKIN,29174.0,64568.0,168716.0,147996.0,29464.0,12369.0,38644.0,225568.0,16484.0,2315589.0,138890.0,3214.0,65332.0,11164.0,100797.0,7865.0,440512.0,59944181.0,921907.0,68124.0,68944.0,1861945.0,5893.0,15383.0,54988.0,95346.2,9247.0,2237.0,19500630.0,66494.0,6937978.0,316300.0,2672.0,87020.0,1997404.0,9612.0,121314.0,15354044.0,5504713.0,46005.0,191828.6,12646.0,437250.0,182702.0,406309.0,30430.0,431147.0,11121.0,6822423.0,1780280.0,391827.0,274791.0,147977.0,10081.0,5994.0,141223.0,169345.0,112839.0,128596.0,191115.0,2275823.0,331061.0,2859583.0,1085089.0,3310730.0,441135.0,418210.0,2540705.0,3107703.0,1285490.0,67298.0,126886.0,6522821.0,322171.0,532697.0,16847.0,178432.0,320.0,3995.0,49312.0,2346.0,43232.0,2255.0,170112.0,8438.0,54366.0,1408.0,3004.0,1410.0,21580.0,35317.0,674812.0,119231.0,3297630.0,3485165.0,395824.0,3335812.0,562098.0,6138.0,20711.0,3902.0,5440.0,9102.0,14501.0,19733.0,2027.0,284430.0,944324.0,600218.0,170797.0,9715.0,688080.0,1998348.0,437358.0,6539.0,108990.0,64189.0,5537.0,1710.0,3954.6,7476.6,860.0,298.0,836.0,551.0,26925.0
WM1799_SKIN,22571.4,32325.0,45242.0,127575.0,35244.2,29009.0,106197.0,88486.0,44723.0,1353460.0,138202.0,3735.0,13271.0,39334.0,66584.0,11415.0,327030.0,52762561.0,940821.0,41483.0,46491.0,1445026.0,6614.0,14542.0,32190.0,58039.0,14346.0,2522.0,13792992.0,99211.0,7038596.0,133472.0,4505.0,163572.0,3765563.0,4156.0,113288.0,7936354.0,5156966.0,59847.0,167677.0,10706.0,248192.0,302720.0,119362.0,30684.0,211549.0,6127.0,7726296.0,241012.0,118433.0,254358.0,82642.0,10727.0,3924.0,31738.0,222152.0,138798.0,142974.0,157845.0,940817.0,348431.0,4209924.0,1110964.0,3263318.0,468685.0,513680.0,2891268.0,3079941.0,1444638.0,78474.0,151783.0,3639225.0,287647.0,289561.0,8985.0,183536.0,893.4,33720.2,27359.0,1291.0,21117.0,509.0,82571.0,3099.0,32734.0,2161.0,1533.0,1553.0,9580.0,4034.0,674411.0,104702.0,1925328.0,2596544.0,87557.0,2352257.0,223271.0,4855.0,51079.0,1794.0,3276.0,2031.0,6225.0,12522.0,3108.0,318235.0,519808.0,178632.0,345679.0,15254.0,296356.0,464452.0,392578.0,3923.0,108525.0,101916.0,3414.0,1270.0,113.0,683.0,1293.0,255.0,1588.0,162.0,10166.0
MEWO_SKIN,891129.0,91195.0,188994.0,54673.8,137282.0,203288.0,68812.0,245475.0,94183.0,6721503.0,313935.0,14836.0,154174.0,128072.0,56094.4,21076.0,919271.0,23906868.0,2227631.0,68203.0,161869.0,4554255.0,48385.0,89730.0,97404.0,17728.0,38354.0,15023.0,22972163.0,97727.0,16501249.0,768338.0,10229.0,70417.0,6187315.0,19184.0,92919.0,28435856.0,9015536.0,62370.0,85789.0,49992.0,598408.0,865155.0,653254.0,48159.0,675340.0,10154.0,21681.2,6181579.0,28264.0,572488.0,61908.0,14766.0,10297.0,978346.0,31790.0,1048337.0,324616.0,533424.0,4163576.0,260684.0,6559942.0,4133782.0,3410031.0,2283473.0,3233548.0,7154693.0,8324669.0,11925774.0,541388.0,1277508.0,14606298.0,283946.0,166265.0,38481.0,1037263.0,1328.0,10241.0,57172.0,2761.0,85698.0,17759.0,481679.0,40505.0,95249.0,6073.0,11578.0,7721.0,26169.0,2084.0,1672687.0,262108.0,5953009.0,756271.0,543474.0,7871231.0,1348511.0,7450.0,19059.0,2752.0,10270.0,16510.0,17107.0,18345.0,2752.0,641705.0,691547.0,2302913.0,1280811.0,14150.0,1719785.0,13962872.0,3375158.0,26497.0,1525468.0,510923.0,6218.0,1540.0,3551.0,2757.0,3512.0,725.0,4362.0,294.0,166797.0
WM88_SKIN,27089.0,82394.0,254458.0,164486.4,47447.0,26203.0,49957.0,243389.0,38221.0,3895184.0,233292.0,3914.0,18402.0,22262.0,41649.0,24961.0,914285.0,128237965.0,977230.0,108762.0,82733.0,2218316.0,14640.0,19250.0,90363.0,27179.0,13995.0,5718.0,19105009.0,84472.0,8428566.0,344699.0,7086.0,105914.0,8089443.0,19434.0,124481.0,25219036.0,8420346.0,71550.0,192506.0,19954.0,574029.0,773466.0,383782.0,33769.0,636793.0,15449.0,8760403.0,1478591.0,223533.0,687280.0,296344.0,11393.2,3693.0,190309.0,248793.0,223069.0,306037.0,244964.0,2762830.0,371058.0,6019760.0,2092415.0,3622011.0,1089439.0,916068.0,5370500.0,6305965.0,3588403.0,149365.0,387043.0,5146281.0,321366.0,1276803.0,19681.0,262784.0,724.0,1741.0,14531.0,1109.0,65100.0,1990.0,208326.0,12192.0,68895.0,3192.0,13630.0,1637.0,22277.0,422.0,1366701.0,194604.0,3623894.0,3728933.0,667960.0,4734423.0,795369.0,6759.0,21009.0,2668.0,8522.0,1116.0,52253.0,6909.0,379.0,709608.0,3405452.0,548676.0,427703.0,41204.0,977261.0,2063318.0,517419.0,8935.0,126408.0,89994.0,6995.0,1217.0,630.0,1165.0,2292.0,1772.0,4327.0,365.0,25899.0
